Date,"Bitcoin","Cryptocurrency","Blockchain","Happiness","Psychology","Big data"
2018-05-06,13003,5238,10579,1097,4545,2354
2018-05-07,16273,6998,17177,1308,5842,3921
2018-05-08,18612,7000,19908,1426,5837,3951
2018-05-09,16114,6437,21212,1355,6038,3766
2018-05-10,16700,7649,18113,1152,6209,3667
2018-05-11,14754,6051,16087,1158,5349,3365
2018-05-12,12808,5201,12527,1013,4192,2339
2018-05-13,12482,4908,12022,1067,4413,2845
2018-05-14,14094,6444,21626,1293,6027,4123
2018-05-15,14494,6522,23524,2251,5748,4061
2018-05-16,13854,6470,26936,1285,5682,3931
2018-05-17,14659,6333,21569,1419,6430,3762
2018-05-18,18814,5776,17847,1101,5161,3059
2018-05-19,14822,4857,11130,844,4194,2147
2018-05-20,15239,4637,11076,926,4872,2343
2018-05-21,20752,6098,18000,1086,5886,3846
2018-05-22,14316,6489,19615,1210,5739,3845
2018-05-23,15441,6513,18924,1020,5677,3688
2018-05-24,13769,5994,17920,1090,5907,3570
2018-05-25,12635,6031,14583,1049,4862,3098
2018-05-26,10783,3814,9321,840,4184,2122
2018-05-27,22272,4845,11564,936,4503,2425
2018-05-28,12882,5333,15337,1142,5120,3313
2018-05-29,13007,5456,17366,1200,5315,3523
2018-05-30,12909,5879,18525,1086,5488,3780
2018-05-31,18963,5698,18028,969,5379,3469
2018-06-01,10908,4654,14743,1016,4607,2907
2018-06-02,9256,4032,9492,808,3920,2149
2018-06-03,15388,4284,11123,999,4208,2294
2018-06-04,18471,6453,17316,979,5662,3558
2018-06-05,24457,6321,18112,1079,5999,3529
2018-06-06,35908,7404,17234,1095,5831,3519
2018-06-07,30928,6440,16992,1065,5726,3293
2018-06-08,25142,6230,14261,1012,4916,2966
2018-06-09,20530,4765,9549,875,4062,2068
2018-06-10,22054,4831,9612,1119,4955,2162
2018-06-11,23809,6360,16448,1063,4996,3261
2018-06-12,19973,6630,16384,1088,5468,3606
2018-06-13,18622,6364,16461,1027,5395,3638
2018-06-14,15097,5952,15201,941,5080,3290
2018-06-15,12701,4976,12307,861,4673,2763
2018-06-16,11288,3798,9661,754,4014,1862
2018-06-17,16903,4036,11334,881,4423,1917
2018-06-18,17193,7264,17870,997,5861,3471
2018-06-19,14829,5482,16893,1033,6118,3748
2018-06-20,24720,7181,16998,993,6350,3557
2018-06-21,14834,5803,15781,995,6316,3455
2018-06-22,12597,5275,13308,883,4750,3035
2018-06-23,10869,4350,10416,839,4223,2287
2018-06-24,17123,4632,10031,943,6024,2375
2018-06-25,17001,5665,14456,958,5865,3842
2018-06-26,17085,5562,16287,944,5901,3663
2018-06-27,17169,5704,16053,914,5690,3600
2018-06-28,18577,5366,19876,951,5508,3857
2018-06-29,14125,4741,14904,886,4808,3230
2018-06-30,14229,3996,9891,763,4011,2066
2018-07-01,14889,4426,10138,907,4621,2193
2018-07-02,15949,5051,15103,976,5322,3585
2018-07-03,13432,5164,15721,1057,5245,3592
2018-07-04,13193,5443,14639,1009,5146,3564
2018-07-05,16503,5662,15365,1101,5220,3613
2018-07-06,12334,5656,12998,944,4606,3144
2018-07-07,8168,4110,8894,793,4040,2046
2018-07-08,9076,4101,8956,935,4327,3247
2018-07-09,10704,4946,15212,997,5110,3814
2018-07-10,16183,5626,15020,1082,5678,3706
2018-07-11,11559,4914,18248,1044,5392,3841
2018-07-12,11139,4755,15772,1056,5065,3822
2018-07-13,12850,5147,13371,907,4502,3313
2018-07-14,12085,4157,8997,881,4125,2276
2018-07-15,12285,4066,8308,992,4329,2346
2018-07-16,12738,4766,13378,1067,5113,3965
2018-07-17,12198,5163,14310,1128,4964,3955
2018-07-18,12885,5592,15430,1150,5080,4430
2018-07-19,12348,5224,14317,1103,5227,4372
2018-07-20,12218,5283,12698,944,4435,3310
2018-07-21,11289,5170,8729,840,3823,2142
2018-07-22,10931,4392,8210,1142,4252,2348
2018-07-23,13360,5309,14119,1283,4872,3858
2018-07-24,12821,5404,15636,1028,6862,4040
2018-07-25,14538,5397,14599,1087,6094,4008
2018-07-26,12561,5319,13952,1022,5863,3627
2018-07-27,13973,5231,12609,973,4638,3281
2018-07-28,12436,4228,8606,956,3672,2302
2018-07-29,15010,4118,8270,1050,4378,2349
2018-07-30,12769,5732,14308,1181,6314,3794
2018-07-31,13419,5650,13930,1176,6190,3830
2018-08-01,12804,5291,12616,1146,6707,3656
2018-08-02,12127,5265,13136,1166,6112,3756
2018-08-03,14465,4674,12522,990,5321,3118
2018-08-04,11066,3848,8587,1009,6620,2202
2018-08-05,11327,4122,8290,1029,4241,2342
2018-08-06,16035,5317,13593,1108,5311,3637
2018-08-07,16708,5444,12815,1171,5534,3829
2018-08-08,12273,5562,13681,1197,5484,3602
2018-08-09,10302,5222,14254,1097,5573,3874
2018-08-10,12897,4861,13659,1072,4588,3282
2018-08-11,9699,4343,8845,987,4122,2233
2018-08-12,11541,4335,9082,1010,4589,2461
2018-08-13,13664,5323,14381,1206,5411,3692
2018-08-14,13691,5453,14218,1058,5283,3716
2018-08-15,14295,5341,12463,1025,5427,3592
2018-08-16,13302,5508,13080,1007,5565,3460
2018-08-17,12333,4746,11044,983,5161,3128
2018-08-18,12274,4170,7866,919,4076,2128
2018-08-19,12762,4185,7558,1059,4598,2174
2018-08-20,12594,5300,11882,1058,5891,3503
2018-08-21,13082,5694,12593,1019,5439,3682
2018-08-22,13567,6054,13029,1046,6746,3855
2018-08-23,13000,5114,13190,936,6107,3679
2018-08-24,12695,5756,11717,952,4959,3233
2018-08-25,12273,3918,7435,877,4004,2220
2018-08-26,11746,3946,7060,976,5475,3031
2018-08-27,14017,5616,12368,1086,5950,4042
2018-08-28,13410,5823,14122,1228,6743,4171
2018-08-29,13519,6797,14017,1138,6264,4207
2018-08-30,14620,6210,13346,1477,5991,4089
2018-08-31,12449,5899,11868,1061,5242,3297
2018-09-01,11241,4671,7738,920,4075,2202
